TRIP_DURATION,DISTANCE_TRAVELED,NUM_OF_PASSENGERS,FARE,TIP,MISCELLANEOUS_FEES,TOTAL_FARE,SURGE_APPLIED
548,2,1,64,14,6,84,0
2207,12,1,214,48,27,288,1
800,4,1,83,18,6,106,0
1300,4,1,116,8,34,158,1
193,1,1,34,0,27,60,1
556,6,1,86,18,6,111,0
856,5,1,98,21,6,124,0
301,2,1,41,14,31,86,1
756,4,1,83,22,27,132,1
954,7,1,116,36,26,179,1
1056,4,2,98,39,35,171,1
606,6,1,90,23,27,140,1
779,2,4,71,15,6,93,0
857,11,1,146,0,27,173,1
1725,7,1,150,0,6,156,0
766,8,1,116,30,34,180,1
466,3,1,60,4,26,90,1
346,2,3,45,11,10,66,0
323,1,1,45,18,27,90,1
1477,9,1,169,39,27,234,1
941,6,1,101,28,14,143,0
1547,7,1,146,43,27,216,1
483,3,2,60,0,14,74,0
481,2,1,53,22,7,81,0
925,5,1,94,20,6,120,0
622,3,1,64,15,14,93,0
398,2,1,83,0,2,85,0
769,3,1,79,21,6,106,0
930,9,1,146,0,29,175,0
221,1,1,38,8,13,59,0
1341,6,1,120,31,34,185,1
997,8,1,128,27,10,165,0
186,1,1,34,9,9,52,0
754,6,1,98,22,14,133,0
650,3,1,64,19,26,109,1
1762,8,1,338,0,2,340,0
311,2,1,41,15,10,66,0
581,3,2,71,20,26,117,1
1333,7,1,139,22,7,167,0
952,5,1,98,21,6,124,0
1804,4,1,139,15,34,188,1
388,3,1,60,0,6,66,0
2127,15,1,233,52,26,311,1
559,3,6,64,0,6,70,0
840,11,1,154,35,14,203,0
1162,12,1,176,46,10,233,0
1787,15,1,229,51,27,306,1
380,5,1,71,16,10,97,0
1205,4,2,105,28,34,167,1
1202,6,1,116,24,6,147,0
1637,12,1,191,0,27,218,1
1293,2,1,101,21,6,129,0
797,7,1,101,0,10,111,0
1359,5,1,120,0,14,134,0
1023,7,1,116,24,6,147,0
573,5,1,83,28,31,141,1
641,4,2,75,20,27,122,1
706,4,1,75,0,34,109,1
556,1,1,53,0,14,66,0
524,3,1,64,23,26,113,1
683,6,5,105,28,6,139,0
410,4,1,64,0,10,74,0
1205,9,1,154,40,6,200,0
362,1,1,45,13,6,64,0
754,3,1,79,0,10,89,0
2443,29,2,386,88,55,530,0
875,2,5,79,17,6,102,0
19143,3,1,71,0,14,85,0
1195,7,1,128,39,26,193,1
354,3,1,53,30,6,89,0
991,4,1,94,0,27,120,1
1666,21,2,413,87,23,522,1
1908,16,1,233,0,6,239,0
1060,5,1,105,22,6,133,0
783,4,1,86,0,34,120,1
634,2,1,60,0,14,74,0
492,2,2,53,12,6,70,0
895,7,1,116,25,10,151,0
689,7,1,116,36,26,179,1
1180,4,1,105,26,27,158,1
1985,15,1,233,63,35,330,1
1486,7,1,135,32,27,194,1
708,3,1,71,26,34,132,1
1985,6,1,161,39,34,234,1
914,5,5,98,25,26,149,1
604,4,1,79,0,27,105,1
281,2,1,45,9,6,60,0
653,3,2,71,20,31,122,1
1527,4,6,124,0,6,130,0
718,4,1,79,30,6,115,0
705,7,1,109,0,10,119,0
1160,14,1,195,0,27,222,1
1114,4,1,86,11,14,111,0
892,7,1,131,47,27,205,1
1701,11,1,180,45,30,255,1
822,5,1,98,0,14,111,0
1774,10,1,188,32,27,246,1
639,4,1,71,15,6,93,0
1250,6,1,124,32,34,189,1
1285,5,1,113,24,6,142,0
4157,7,3,296,0,6,302,0
671,5,1,113,0,2,115,0
642,3,1,68,0,27,94,1
420,3,2,56,0,34,90,1
252,1,1,38,38,6,81,0
362,1,3,41,14,6,61,0
1581,16,1,233,0,10,242,0
752,3,5,75,8,6,89,0
2371,9,1,195,46,34,275,1
1314,4,1,113,28,26,167,1
416,3,1,60,0,6,66,0
1752,10,2,225,0,2,227,0
1259,5,6,116,0,27,143,1
1146,7,2,128,28,14,169,0
196,1,1,30,7,6,43,0
434,3,1,53,0,14,66,0
895,5,1,94,24,27,144,1
1594,6,1,135,0,6,141,0
669,7,1,101,21,6,129,0
319,2,1,45,8,9,62,0
1879,9,1,180,41,27,248,1
845,7,1,105,28,10,143,0
1366,7,1,139,0,6,145,0
713,2,1,64,15,14,92,0
641,6,1,90,0,6,96,0
2610,17,1,266,54,6,327,0
110,1,1,34,8,13,55,0
1825,11,3,188,0,30,218,1
1149,5,1,105,0,14,119,0
1184,11,1,165,188,9,362,0
1968,9,1,180,0,27,207,1
1022,8,1,128,31,26,185,1
1042,8,1,128,0,6,134,0
1313,14,1,199,45,27,270,1
810,5,1,86,25,26,138,1
1752,7,1,154,36,27,216,1
1263,5,1,116,29,26,171,1
890,4,1,94,32,14,139,0
172,1,6,30,0,6,36,0
1002,3,1,94,0,6,100,0
2714,25,1,450,0,0,450,0
1213,5,2,113,0,27,139,1
1043,4,1,94,25,6,125,0
782,3,1,83,18,6,106,0
1590,8,1,154,32,6,192,0
948,10,3,146,0,6,152,0
929,4,1,86,8,34,128,1
835,7,5,120,44,27,191,1
866,8,1,131,32,26,189,1
491,4,1,75,0,14,89,0
1298,4,1,113,0,6,119,0
1731,11,1,180,30,30,240,1
2027,19,1,274,0,55,329,0
1431,5,1,116,28,27,171,1
1441,5,1,124,30,27,180,1
1947,15,1,221,0,14,235,0
792,4,1,83,19,26,128,1
464,2,1,56,21,13,91,0
1597,17,3,300,76,2,378,0
2465,31,1,390,89,55,534,0
1012,12,1,161,0,63,224,0
1116,13,1,184,54,30,268,1
974,4,1,94,11,27,132,1
1972,11,1,191,0,27,218,1
414,4,1,90,0,2,92,0
788,4,1,79,23,14,115,0
953,4,1,94,20,6,120,0
469,4,1,64,18,27,108,1
1870,8,1,161,38,34,233,1
1064,6,2,109,0,10,119,0
254,1,2,34,15,14,62,0
1322,7,5,124,0,10,134,0
1081,5,1,109,0,27,135,1
1486,1,1,86,0,6,92,0
723,6,2,98,28,13,139,0
2528,8,1,195,0,10,205,0
2847,22,1,345,0,6,351,0
575,3,1,68,38,6,111,0
99,1,1,143,28,1,171,0
500,3,5,64,15,6,85,0
120,1,1,69,0,6,75,0
630,2,1,64,16,27,107,1
2034,16,1,251,0,6,257,0
998,3,2,90,0,14,104,0
1221,3,1,101,0,6,107,0
2506,18,1,281,0,27,308,1
4,1,2,150,0,2,152,0
429,2,1,56,12,6,75,0
850,6,5,98,17,13,128,0
1759,11,2,195,46,34,275,1
1440,4,1,120,31,34,185,1
1464,6,1,131,0,6,137,0
529,4,1,71,16,10,97,0
869,3,1,86,36,34,157,1
2001,7,1,173,22,27,222,1
1847,11,1,184,30,27,240,1
723,4,1,79,8,30,117,1
1235,10,5,158,37,26,221,1
836,8,4,124,27,9,160,0
2091,19,1,255,0,14,269,0
587,3,1,64,21,6,91,0
602,3,1,73,0,2,75,0
700,2,1,68,0,27,94,1
1268,7,1,135,19,30,184,1
564,2,1,60,22,26,108,1
1305,6,1,128,27,10,165,0
315,2,1,49,12,9,70,0
1552,11,1,180,42,30,252,1
141,1,1,34,0,6,40,0
193,1,1,38,9,10,57,0
947,6,1,101,22,10,133,0
608,8,1,116,0,6,122,0
1290,4,1,113,0,14,126,0
1130,9,1,139,22,27,188,1
1038,7,1,124,31,30,185,1
3004,21,5,356,0,27,383,1
812,4,1,90,25,34,149,1
1031,6,1,109,29,34,171,1
770,3,1,83,18,6,106,0
999,3,1,90,23,27,140,1
4452,12,2,345,0,6,351,0
366,1,3,45,0,10,55,0
757,4,1,86,15,27,128,1
1442,7,1,135,30,13,178,0
1353,13,1,195,68,30,293,1
1695,7,1,150,46,34,230,1
447,2,1,90,18,3,111,0
1306,10,1,161,0,6,167,0
1240,4,1,105,0,27,132,1
1784,7,1,154,36,27,216,1
2827,19,1,300,0,6,306,0
2372,15,1,240,0,55,295,0
1359,5,2,150,0,2,152,0
1276,8,1,146,30,6,183,0
3444,19,1,330,0,14,344,0
493,4,1,75,0,6,81,0
1436,6,2,128,0,6,134,0
1034,5,1,105,8,26,139,1
549,3,1,68,22,35,124,1
185,2,1,41,6,6,53,0
915,6,1,98,0,10,107,0
1392,13,1,184,0,6,190,0
616,3,1,64,8,26,98,1
402,2,1,53,18,6,76,0
4581,20,1,390,79,6,475,0
1311,5,1,120,26,10,156,0
867,4,1,83,16,27,125,1
1078,3,1,94,0,10,104,0
3919,16,6,315,0,6,321,0
297,1,1,38,14,34,86,1
531,2,1,56,18,6,81,0
991,9,1,143,15,14,171,0
556,2,2,60,14,10,84,0
555,3,1,60,15,13,88,0
828,4,2,79,28,13,120,0
1522,12,2,338,0,2,340,0
842,4,1,83,0,6,89,0
316,2,1,41,0,27,68,1
1318,2,1,109,0,10,119,0
421,3,5,53,0,6,59,0
839,6,1,98,0,27,124,1
1006,8,2,124,30,27,180,1
332,2,2,49,0,14,62,0
1197,13,1,184,32,30,246,1
919,8,1,131,40,31,202,1
1052,5,1,105,28,34,167,1
689,6,1,105,8,13,126,0
82245,2,1,53,0,6,59,0
535,3,1,64,22,10,96,0
1165,7,1,128,0,6,134,0
984,8,1,120,29,27,176,1
772,4,1,79,26,27,132,1
545,3,1,68,20,30,117,1
365,1,1,41,60,6,107,0
1200,12,1,173,40,26,239,1
820,8,1,188,0,2,190,0
493,3,1,64,0,10,74,0
1039,3,1,94,24,27,144,1
1102,4,1,101,17,26,145,1
186,1,2,30,0,6,36,0
260,2,1,45,11,10,66,0
756,5,1,90,10,6,106,0
578,3,1,64,15,34,113,1
1112,5,1,105,13,27,145,1
765,3,1,75,8,6,89,0
458,2,1,56,13,10,79,0
1100,8,1,139,0,6,145,0
657,3,2,75,13,10,98,0
497,2,1,49,0,6,55,0
1054,5,1,109,27,27,162,1
1620,12,1,191,0,34,225,1
772,3,1,79,22,7,107,0
896,13,1,173,36,10,219,0
1231,4,1,105,15,14,134,0
1550,14,1,210,8,14,232,0
1184,7,1,124,26,6,156,0
1287,5,6,120,29,27,176,1
646,3,1,53,0,10,62,0
1587,14,1,203,0,30,233,1
2662,18,6,285,73,6,364,0
1333,6,1,128,0,34,162,1
614,4,1,79,0,10,89,0
1086,6,1,124,0,6,130,0
842,3,1,83,27,6,115,0
1010,11,2,154,43,63,260,0
548,2,5,60,5,10,75,0
41423,6,2,105,0,6,111,0
493,3,1,56,12,6,75,0
1487,10,1,176,51,26,254,1
914,9,5,139,51,30,220,1
358,1,1,134,0,2,136,0
365,2,1,49,8,6,63,0
786,2,1,71,0,27,98,1
897,4,1,86,0,34,120,1
3213,9,1,248,0,6,254,0
1421,4,1,128,34,10,172,0
798,2,1,68,15,6,88,0
988,7,1,116,0,30,147,1
606,3,2,68,0,10,77,0
702,3,1,71,16,10,97,0
994,9,1,139,15,34,188,1
2242,15,1,248,0,27,274,1
1363,10,2,169,0,27,195,1
1206,5,1,113,0,27,139,1
1051,5,1,105,0,34,139,1
334,2,1,49,12,9,70,0
635,3,1,68,0,27,94,1
535,2,5,56,12,6,75,0
788,3,1,79,25,6,110,0
506,2,1,56,15,6,77,0
1786,7,1,253,0,23,276,1
890,4,1,94,25,6,125,0
1485,7,1,146,30,6,183,0
1322,5,1,124,0,14,137,0
828,3,6,79,15,27,120,1
343,3,1,53,18,6,76,0
2311,18,1,251,61,55,368,0
1165,5,1,105,0,34,139,1
1012,8,1,131,0,27,158,1
923,6,2,150,8,2,160,0
1054,4,1,90,0,27,117,1
854,7,2,188,0,2,190,0
1746,4,2,139,30,34,203,1
382,2,2,49,12,9,70,0
1405,3,2,116,31,6,153,0
2982,16,1,278,0,14,291,0
861,7,2,173,35,2,210,0
171,1,1,34,9,27,69,1
571,6,1,98,24,6,128,0
484,2,1,53,2,6,60,0
1125,12,1,169,0,6,175,0
671,2,1,68,0,34,102,1
761,4,1,83,23,34,140,1
1353,6,1,128,8,26,162,1
887,5,1,98,0,27,124,1
437,1,1,49,0,14,62,0
886,4,1,90,0,27,117,1
1506,5,1,128,28,14,169,0
814,3,1,79,38,26,143,1
1437,6,1,135,35,6,176,0
914,7,2,188,42,23,252,1
1596,8,1,158,26,34,218,1
1007,3,1,90,23,27,140,1
349,2,3,45,0,14,59,0
370,1,1,45,8,34,87,1
1129,4,1,101,26,26,153,1
343,2,2,49,15,27,90,1
1132,4,1,98,37,27,161,1
241,1,1,34,12,6,52,0
1120,6,1,113,24,6,142,0
551,3,5,64,22,10,96,0
1316,5,2,113,0,6,119,0
713,3,1,68,0,10,77,0
1694,9,1,176,0,6,182,0
998,5,1,105,1,26,132,1
763,2,1,68,15,6,88,0
857,5,1,90,21,13,124,0
1513,8,1,563,0,23,585,1
1497,6,1,131,5,14,150,0
681,5,1,83,18,6,106,0
366,1,1,38,12,10,59,0
1070,12,1,169,59,26,254,1
2711,38,6,503,131,155,788,0
627,2,1,64,8,26,98,1
781,4,1,83,11,34,128,1
1217,5,1,116,14,6,136,0
2254,10,1,180,0,14,194,0
621,5,1,75,17,10,102,0
3350,8,1,255,0,14,269,0
2415,13,3,240,0,59,299,0
850,3,3,83,17,35,134,1
1065,6,1,113,8,6,126,0
1418,9,2,158,0,27,184,1
863,11,1,158,43,55,255,0
2127,2,1,154,0,6,160,0
1071,5,1,105,26,27,158,1
1070,9,1,139,0,6,145,0
986,5,1,101,11,31,143,1
870,1,1,71,0,14,85,0
1705,6,2,143,8,34,184,1
366,3,1,53,20,26,99,1
385,2,5,49,0,6,55,0
1189,3,1,101,32,27,160,1
1695,18,1,244,54,27,324,1
645,4,1,79,17,34,130,1
294,2,5,41,8,9,59,0
135,1,5,30,0,10,40,0
572,3,1,68,10,31,108,1
1713,6,1,146,0,27,173,1
1309,5,1,113,8,13,134,0
145,1,1,30,0,27,57,1
1085,3,1,90,15,6,111,0
540,6,1,98,15,30,143,1
904,12,1,165,45,6,216,0
1214,6,1,120,29,27,176,1
1409,4,1,116,29,26,171,1
967,3,1,83,15,14,111,0
177,2,1,38,13,10,60,0
575,1,1,56,14,13,84,0
1225,5,1,109,29,34,171,1
505,5,1,90,30,63,183,0
1122,5,1,98,28,13,139,0
381,2,1,45,18,27,90,1
395,2,3,49,13,13,75,0
964,6,1,109,34,6,149,0
1260,6,2,120,0,6,126,0
633,9,1,128,22,7,156,0
416,2,1,49,30,14,92,0
422,3,2,60,0,10,70,0
201,1,1,150,2,2,154,0
555,4,1,75,25,10,110,0
1392,5,1,116,29,26,171,1
2154,12,1,210,75,55,340,0
735,3,5,71,0,14,85,0
1976,7,1,161,16,6,183,0
630,3,1,71,15,14,100,0
958,6,2,105,30,13,148,0
664,7,1,101,21,6,129,0
1292,5,1,116,31,6,153,0
1095,4,3,101,0,14,115,0
772,4,2,83,16,27,125,1
1509,10,1,165,38,27,230,1
397,2,1,53,13,10,75,0
1145,5,1,109,16,13,138,0
656,5,2,83,8,26,117,1
692,4,6,75,22,34,131,1
1622,9,1,158,55,27,239,1
340,3,1,53,17,34,104,1
2154,12,2,218,49,26,293,1
899,10,1,158,37,26,221,1
157,1,1,30,17,27,74,1
628,5,1,79,22,30,131,1
1367,16,2,236,0,10,246,0
375,2,2,45,15,13,73,0
630,2,1,60,11,14,85,0
1260,12,1,173,0,6,179,0
369,2,1,41,9,6,57,0
2318,8,1,184,63,27,274,1
705,2,1,68,20,14,101,0
841,10,1,143,0,10,152,0
341,2,1,49,30,6,85,0
937,4,1,94,0,10,104,0
793,3,1,75,25,10,110,0
1055,4,1,101,0,6,107,0
666,7,1,101,23,13,138,0
977,7,1,113,35,26,174,1
742,3,1,75,27,13,115,0
344,2,1,75,0,2,77,0
462,1,2,49,13,6,68,0
1184,5,5,113,22,35,169,1
1278,6,1,124,30,27,180,1
667,4,1,79,11,34,124,1
864,4,1,83,22,7,111,0
528,2,1,53,0,10,62,0
1115,7,1,131,0,6,137,0
4095,22,1,394,0,27,420,1
1208,2,2,98,0,6,104,0
781,3,2,75,75,6,156,0
603,6,1,98,0,6,104,0
1671,7,1,150,31,6,187,0
765,5,1,86,8,26,120,1
580,4,1,79,18,9,106,0
375,2,1,49,18,9,76,0
334,2,1,41,9,6,57,0
1233,6,1,116,29,26,171,1
731,3,1,75,16,6,97,0
425,1,1,45,11,26,82,1
538,2,2,60,8,13,81,0
2048,10,1,188,0,27,214,1
313,1,1,38,22,14,74,0
1323,6,1,120,27,13,160,0
791,4,1,83,23,34,140,1
855,5,6,94,0,6,100,0
1979,3,1,146,22,27,195,1
447,1,2,49,0,6,55,0
1897,12,1,191,0,27,218,1
1795,6,2,143,34,26,203,1
733,2,1,68,75,6,149,0
497,2,1,53,8,6,66,0
1311,9,1,158,6,34,198,1
1151,3,1,94,0,14,107,0
1140,5,1,109,30,14,153,0
836,4,1,79,26,13,118,0
1794,7,1,154,0,6,160,0
598,2,1,60,11,14,85,0
625,3,1,68,0,14,81,0
429,3,1,56,17,31,104,1
2403,8,1,199,22,27,248,1
1356,3,1,109,27,27,162,1
1210,7,1,139,0,6,145,0
577,3,1,64,0,14,77,0
971,3,1,90,0,27,117,1
120,1,1,30,11,13,54,0
1689,10,5,176,0,30,207,1
227,2,3,38,0,27,64,1
800,4,1,83,15,30,128,1
827,6,1,120,15,2,137,0
169,2,1,34,13,10,57,0
2415,11,1,214,15,6,235,0
1184,9,1,135,0,2,137,0
547,2,2,56,0,14,70,0
577,2,1,60,0,14,74,0
250,2,1,38,22,7,66,0
661,4,1,83,27,6,115,0
244,1,6,38,5,14,56,0
1643,10,3,173,0,30,203,1
409,2,1,49,17,34,99,1
577,3,1,64,24,35,122,1
646,3,1,71,38,6,115,0
176,1,1,34,45,10,89,0
685,2,5,68,2,13,83,0
721,3,1,71,21,14,106,0
56620,9,1,135,21,6,162,0
491,3,1,64,15,6,85,0
445,4,1,75,0,10,85,0
904,4,1,86,12,34,132,1
1080,3,1,94,20,6,120,0
353,2,1,49,15,9,73,0
441,2,1,49,22,7,77,0
478,4,1,68,14,10,91,0
962,4,1,98,33,34,165,1
728,6,5,98,0,14,111,0
946,4,1,86,0,27,113,1
802,3,1,75,18,13,106,0
365,2,1,53,12,6,70,0
660,6,2,94,21,14,129,0
580,3,1,60,0,14,74,0
286,1,2,38,0,6,44,0
640,2,1,64,21,6,90,0
264,1,5,38,18,34,90,1
753,2,1,68,15,10,93,0
1123,10,1,161,38,26,225,1
322,1,6,41,8,34,83,1
1060,9,1,143,35,34,212,1
731,1,1,64,21,6,91,0
2016,14,2,221,22,35,278,1
83425,1,2,53,12,6,70,0
1737,7,1,150,31,6,187,0
392,2,1,49,17,34,99,1
994,3,1,94,8,6,107,0
147,1,6,30,0,6,36,0
833,7,5,109,30,10,149,0
1587,13,1,195,38,30,263,1
303,2,1,41,8,13,62,0
1361,6,1,124,41,14,178,0
152,1,5,30,11,13,54,0
85980,3,1,75,0,14,89,0
1200,10,1,161,56,27,244,1
690,4,1,79,25,6,110,0
1074,10,1,146,30,6,183,0
913,4,1,86,23,6,115,0
611,4,1,79,16,10,104,0
1300,4,1,150,0,2,152,0
562,3,1,64,0,27,90,1
658,3,1,68,18,6,92,0
799,3,1,75,22,14,111,0
1556,13,1,203,0,6,209,0
800,5,1,98,0,14,111,0
2119,9,1,176,41,26,243,1
311,1,1,45,11,31,87,1
632,2,1,60,20,6,86,0
1920,8,1,176,0,27,203,1
952,5,1,98,12,27,137,1
1295,8,1,131,15,6,152,0
1232,5,1,116,0,6,122,0
57,1,1,203,0,2,205,0
617,5,1,86,0,30,117,1
302,3,1,49,0,10,59,0
1878,6,1,158,0,34,192,1
1473,6,1,135,30,13,178,0
1572,10,2,176,0,27,203,1
274,2,1,75,15,3,93,0
1891,10,1,184,75,27,285,1
1054,6,1,116,29,26,171,1
1105,5,5,105,15,27,147,1
653,4,1,79,17,6,102,0
413,2,1,49,0,34,83,1
725,4,1,75,38,6,119,0
3740,30,1,390,96,89,575,0
965,12,1,169,54,9,232,0
876,10,1,146,0,30,177,1
1582,21,1,278,62,30,369,1
84364,14,1,218,55,55,327,0
2470,18,2,285,62,27,374,1
456,3,1,56,0,27,83,1
1769,6,5,146,35,26,207,1
428,3,1,53,12,10,75,0
206,1,1,38,13,13,64,0
1005,4,1,90,29,6,125,0
499,3,2,60,13,6,79,0
1670,13,5,210,15,34,259,1
399,2,1,53,16,26,95,1
1293,4,5,109,27,27,162,1
856,3,1,83,19,14,115,0
2239,9,1,263,0,23,286,1
4,1,1,300,0,2,302,0
2145,9,1,176,0,27,203,1
346,2,2,49,0,27,75,1
1407,6,2,131,30,6,167,0
570,2,1,60,0,2,62,0
1084,4,1,98,26,6,129,0
991,8,1,124,31,30,185,1
518,2,1,60,19,34,113,1
1173,8,1,150,31,6,187,0
595,3,1,68,24,26,118,1
817,3,1,75,0,34,109,1
27,11,1,75,0,0,75,0
275,2,1,38,8,6,51,0
292,2,1,41,15,10,66,0
3263,32,1,390,111,55,556,0
470,1,1,53,12,10,75,0
1312,9,1,150,35,27,212,1
1235,7,1,128,0,10,137,0
1249,10,1,169,40,30,239,1
1167,8,5,135,15,27,177,1
566,2,4,105,0,2,107,0
585,9,1,128,0,30,158,1
1013,3,3,90,0,6,96,0
2053,12,1,214,5,6,225,0
231,2,1,41,15,34,90,1
1184,5,1,109,0,6,115,0
601,3,1,64,15,34,113,1
1115,3,1,94,20,6,120,0
569,5,5,86,20,6,113,0
664,2,1,60,0,10,70,0
2708,12,1,248,0,27,274,1
597,3,6,64,28,6,98,0
771,12,5,165,29,31,225,1
610,4,1,75,8,26,109,1
1757,12,2,188,49,10,247,0
385,2,1,45,11,10,66,0
515,1,1,53,15,6,73,0
418,1,2,41,0,10,51,0
208,1,1,38,9,6,52,0
1921,11,1,338,72,23,432,1
288,1,2,41,14,31,86,1
2529,21,1,300,0,6,306,0
1586,15,1,225,69,6,300,0
721,4,1,79,9,10,97,0
727,2,1,64,0,6,70,0
702,2,2,68,15,6,88,0
1317,8,1,139,30,9,178,0
835,3,1,79,22,10,111,0
321,2,1,49,13,6,68,0
3385,31,1,454,103,58,615,0
325,3,1,53,12,6,70,0
1149,5,1,105,33,6,144,0
1024,5,1,101,0,6,107,0
858,4,1,86,18,6,111,0
1754,18,1,251,0,55,306,0
392,2,1,56,0,10,66,0
516,1,1,49,12,14,75,0
796,7,2,113,25,14,151,0
1256,6,1,124,0,14,137,0
339,2,1,41,11,34,87,1
554,2,1,60,8,9,77,0
1092,4,1,101,8,6,115,0
2175,12,1,210,0,34,244,1
1357,4,1,113,42,26,181,1
601,3,1,68,0,34,102,1
719,4,1,79,22,35,135,1
538,4,1,113,29,2,143,0
888,4,1,83,23,34,140,1
668,4,1,79,0,34,113,1
482,2,1,49,8,6,62,0
1555,9,1,161,0,27,188,1
1254,4,1,105,38,6,149,0
301,2,1,41,14,6,61,0
1854,9,1,161,0,6,167,0
611,2,1,64,8,13,85,0
613,4,6,75,32,30,137,1
2309,10,1,218,0,76,293,1
650,3,1,68,11,27,105,1
1011,5,1,90,0,2,92,0
765,5,1,90,22,14,126,0
439,1,1,45,14,27,86,1
777,2,1,75,5,27,107,1
1453,4,1,120,36,27,183,1
1257,4,1,109,8,26,143,1
1224,6,2,120,0,10,130,0
2069,9,1,191,0,6,197,0
904,12,1,165,0,14,179,0
1372,10,1,161,38,26,225,1
470,2,1,60,19,34,113,1
377,2,1,45,14,27,86,1
914,3,2,90,0,14,104,0
83970,16,2,188,0,2,190,0
1337,5,1,116,28,27,171,1
450,3,1,56,12,6,75,0
1498,5,1,120,0,6,126,0
1101,11,1,158,8,6,171,0
664,3,2,68,0,10,77,0
3553,21,1,360,0,6,366,0
317,1,1,38,14,34,86,1
2083,22,2,304,0,10,314,0
1862,16,1,255,0,10,265,0
907,5,1,94,12,27,132,1
1379,4,1,120,0,6,126,0
2104,13,1,225,63,27,315,1
84153,5,1,120,22,27,169,1
874,3,1,83,22,35,139,1
896,2,1,75,16,6,97,0
553,1,1,56,0,6,62,0
2868,21,5,323,0,30,353,1
1188,10,1,158,49,6,213,0
311,2,1,49,12,14,75,0
2472,8,1,195,0,14,209,0
750,3,2,79,18,9,106,0
917,6,1,101,26,26,153,1
205,1,1,34,8,6,48,0
1456,13,1,186,19,72,277,1
581,3,6,64,0,6,70,0
775,5,1,86,19,10,115,0
1031,6,1,113,24,10,147,0
889,8,1,120,22,27,169,1
1297,5,1,116,15,14,145,0
2412,8,1,203,22,35,259,1
515,2,1,53,9,14,75,0
2037,8,1,176,20,27,223,1
683,5,1,86,0,14,100,0
719,2,1,68,0,27,94,1
775,4,1,79,0,14,92,0
2871,28,2,488,98,2,588,0
749,3,3,75,20,6,101,0
1373,12,1,180,22,14,216,0
1528,8,1,150,0,6,156,0
1926,10,1,191,44,26,261,1
83194,1,1,45,7,6,58,0
1690,14,1,214,38,26,278,1
349,1,1,45,9,13,67,0
410,2,1,49,0,27,75,1
778,8,1,120,15,27,162,1
1909,6,1,158,46,27,230,1
297,2,1,49,12,9,70,0
877,6,1,98,32,30,160,1
1197,7,2,128,31,26,185,1
1719,11,1,182,18,51,251,0
2884,12,1,244,83,35,361,1
969,6,2,105,20,26,151,1
1751,5,1,135,28,6,169,0
496,3,1,56,14,13,84,0
542,3,2,64,14,6,84,0
970,6,1,113,37,34,183,1
402,2,2,49,10,34,93,1
634,3,5,64,0,6,70,0
659,6,2,101,0,14,115,0
2169,12,3,218,52,27,297,1
1555,13,1,199,63,9,271,0
2215,10,1,195,50,6,251,0
3629,14,1,308,0,6,314,0
757,6,6,94,25,6,125,0
1379,8,1,150,0,2,152,0
542,4,5,71,17,13,102,0
85755,4,1,109,27,27,162,1
55794,8,1,146,26,27,199,1
1032,3,1,90,15,6,111,0
1475,10,1,161,0,6,167,0
811,4,1,86,15,34,135,1
248,1,2,38,11,6,55,0
1564,4,1,124,0,6,130,0
711,5,1,86,0,27,113,1
1302,6,1,120,0,27,147,1
1985,12,1,203,46,26,275,1
853,3,1,75,0,6,81,0
1594,12,3,191,0,27,218,1
404,4,1,64,14,6,84,0
806,7,1,101,0,14,115,0
469,2,2,56,13,13,83,0
606,2,1,64,9,6,79,0
1253,7,1,128,31,26,185,1
232,1,1,38,12,26,76,1
1522,17,2,236,81,34,351,1
1230,6,2,120,15,26,161,1
450,3,6,68,0,10,77,0
1073,7,1,128,0,6,134,0
2626,22,1,375,0,2,377,0
924,6,1,105,0,6,111,0
1042,4,1,90,23,27,140,1
1364,15,1,210,37,31,278,1
270,1,5,38,11,6,54,0
1652,23,1,300,75,76,451,1
581,2,2,60,0,10,70,0
317,2,1,49,18,9,76,0
1678,12,1,203,0,6,209,0
579,5,1,83,15,27,124,1
1244,14,1,195,45,30,270,1
950,8,1,135,25,30,190,1
2394,9,1,199,22,27,248,1
850,3,1,75,20,27,122,1
662,4,1,79,22,30,131,1
2758,15,1,259,59,34,351,1
606,2,1,60,0,14,74,0
442,9,1,124,0,6,130,0
1197,7,1,128,27,10,165,0
2626,14,1,450,95,22,567,1
1122,3,1,90,0,6,96,0
732,3,1,75,8,34,117,1
2,3,1,19,0,14,32,0
1388,10,1,161,38,31,230,1
156,1,2,30,0,6,36,0
724,3,1,71,0,27,98,1
1215,6,1,128,15,6,149,0
3659,24,1,375,0,14,389,0
1192,6,1,120,29,27,176,1
1177,5,2,113,0,27,139,1
254,1,6,38,0,6,44,0
2931,12,6,251,0,34,285,1
886,6,1,113,0,2,115,0
481,3,1,60,14,10,84,0
1207,7,1,120,0,6,126,0
1739,8,1,158,0,14,171,0
3622,27,1,390,89,55,534,0
675,2,6,68,15,6,88,0
862,4,1,90,8,6,104,0
194,1,4,30,0,14,44,0
1236,6,1,113,0,6,119,0
647,6,1,98,22,14,133,0
260,1,1,38,13,6,56,0
2103,12,1,206,48,34,288,1
855,4,1,90,0,27,117,1
1617,31,1,570,115,6,691,0
1602,14,1,210,43,6,259,0
1127,7,1,128,28,14,169,0
1437,29,1,390,89,55,534,0
346,1,1,45,15,6,66,0
469,2,1,49,0,6,55,0
